CHR POS RSID ZSCORE.P1 Posterior_Prob
chr12 40740947 rs7131694 -0.122558536321977 0.00000e+00
chr12 40711094 rs7132073 0.592101569961303 0.00000e+00
chr12 40649749 rs7132171 0.552927608579849 0.00000e+00
chr12 40744808 rs7132187 -0.618056210011718 0.00000e+00
chr12 40702911 rs7133914 -1.01403084667831 0.00000e+00
chr12 40644874 rs7134379 -0.622291232863767 0.00000e+00
chr12 40757533 rs7134408 -0.0812670635144987 0.00000e+00
chr12 40673368 rs7134572 0.076487537724329 0.00000e+00
chr12 40617231 rs7136502 -1.73292597581363 0.00000e+00
chr12 40706604 rs7137160 -0.397835021705166 0.00000e+00
chr12 40745955 rs7137437 -0.331133411785394 0.00000e+00
chr12 40716015 rs7137665 0.14213039193109 0.00000e+00
chr12 40731214 rs715402 0.101897674836623 0.00000e+00
chr12 40731183 rs715403 0.573043967127082 0.00000e+00
chr12 40709413 rs721709 0.143189147644102 0.00000e+00
chr12 40709328 rs721711 0.360234068811616 0.00000e+00
chr12 40709318 rs721712 0.359175313098604 0.00000e+00
chr12 40709185 rs721713 -0.379836174583958 0.00000e+00
chr12 40671576 rs72546318 -0.280313137560805 0.00000e+00
chr12 40698193 rs72547975 0.705388431253615 0.00000e+00
chr12 40708322 rs72547977 2.13259113239415 0.00000e+00
chr12 40742876 rs7294952 0.299884993169917 0.00000e+00
chr12 40742689 rs7294958 0.299884993169917 0.00000e+00
chr12 40739727 rs7296657 -0.331133411785394 0.00000e+00
chr12 40719500 rs7298930 -0.395717510279142 0.00000e+00
chr12 40706531 rs7302503 0.14213039193109 0.00000e+00
chr12 40729655 rs7302841 0.241653428954243 0.00000e+00
chr12 40744775 rs7303525 0.394114251628009 0.00000e+00
chr12 40702846 rs7305344 -0.32478087750732 0.00000e+00
chr12 40750549 rs7306545 -0.345955991767565 0.00000e+00
chr12 40750820 rs7306684 0.316825084578114 0.00000e+00
chr12 40715013 rs7307276 0.365527847376678 0.00000e+00
chr12 40745181 rs7307310 -0.136322360591137 0.00000e+00
chr12 40724960 rs7307562 -0.236904153327302 0.00000e+00
chr12 40665227 rs7308193 0.325295130282212 0.00000e+00
chr12 40747929 rs7308626 -0.345955991767565 0.00000e+00
chr12 40657700 rs7308720 1.03995523656549 0.00000e+00
chr12 40673260 rs7309197 0.597395348526364 0.00000e+00
chr12 40607510 rs73102291 -0.305723274673099 0.00000e+00
chr12 40683136 rs73102733 0.848320452510271 0.00000e+00
chr12 40686245 rs73102738 -0.87109882542165 0.00000e+00
chr12 40689889 rs73102746 0.634451798481793 0.00000e+00
chr12 40643071 rs73106354 0.579396501405156 0.00000e+00
chr12 40746073 rs73107108 0.562456409996959 0.00000e+00
chr12 40661053 rs73108329 1.03148519086139 0.00000e+00
chr12 40665920 rs73108339 -1.06590987661591 0.00000e+00
chr12 40677584 rs73108368 -1.03838222807759 0.00000e+00
chr12 40745914 rs7311247 0.297767481743893 0.00000e+00
chr12 40739852 rs7312497 0.298826237456905 0.00000e+00
chr12 40695851 rs7312696 0.0394310877688997 0.00000e+00
chr12 40659649 rs7313276 -0.560883401509055 0.00000e+00
chr12 40744183 rs7313525 -0.333250923211418 0.00000e+00
chr12 40744394 rs7313895 -0.33430967892443 0.00000e+00
chr12 40744145 rs7314455 -0.332192167498406 0.00000e+00
chr12 40744491 rs7314863 -0.339603457489492 0.00000e+00
chr12 40643468 rs732374 -0.147968673434271 0.00000e+00
chr12 40725593 rs73275761 -1.08390872373712 0.00000e+00
chr12 40750984 rs73277531 -0.967445595305766 0.00000e+00
chr12 40751527 rs73277533 0.934079665264265 0.00000e+00
chr12 40625081 rs74324737 1.30358540910555 0.00000e+00
chr12 40674594 rs7488873 -0.361837327462749 0.00000e+00
chr12 40688286 rs74978589 -1.87268172993125 0.00000e+00
chr12 40673513 rs75083520 -0.930389145350336 0.00000e+00
chr12 40623324 rs75143074 -2.05690522399539 0.00000e+00
chr12 40685285 rs76033741 -0.58629353862135 0.00000e+00
chr12 40685827 rs76339482 -0.513239394423503 0.00000e+00
chr12 40684692 rs76434788 0.340117710264383 0.00000e+00
chr12 40604939 rs76664306 1.99707040112858 0.00000e+00
chr12 40605526 rs76826991 1.44757618607521 0.00000e+00
chr12 40614434 rs76904798 1.50792526171691 0.00000e+00
chr12 40607709 rs76906269 -2.03361259830912 0.00000e+00
chr12 40751815 rs77668961 1.31523172194868 0.00000e+00
chr12 40622804 rs78583245 3.30886872955078 0.00000e+00
chr12 40711634 rs78774467 0.171775551895433 0.00000e+00
chr12 40753013 rs79074615 0.167540529043384 0.00000e+00
chr12 40690517 rs79400217 0.839850406806173 0.00000e+00
chr12 40592064 rs79410089 -1.39730041478875 0.00000e+00
chr12 40685160 rs7953822 -0.0992659106357072 0.00000e+00
chr12 40736010 rs7954061 0.29670872603088 0.00000e+00
chr12 40645257 rs7955902 -0.154321207712345 0.00000e+00
chr12 40680814 rs7955967 0.00978592780455623 0.00000e+00
chr12 40735764 rs7956787 0.298826237456905 0.00000e+00
chr12 40735804 rs7956898 0.30094374888293 0.00000e+00
chr12 40690706 rs7957057 0.331647664560285 0.00000e+00
chr12 40736043 rs7957151 -0.333250923211418 0.00000e+00
chr12 40686038 rs7957754 0.596336592813352 0.00000e+00
chr12 40754782 rs7962116 0.322118863143175 0.00000e+00
chr12 40735169 rs7963086 0.10507394197566 0.00000e+00
chr12 40734916 rs7963697 -0.330074656072381 0.00000e+00
chr12 40688695 rs7966550 0.517988670050444 0.00000e+00
chr12 40646948 rs7969677 -0.421127647391436 0.00000e+00
chr12 40607891 rs7970326 0.900199482447872 0.00000e+00
chr12 40670394 rs7971935 -0.672052751375343 0.00000e+00
chr12 40708845 rs7973058 0.135777857653016 0.00000e+00
chr12 40607766 rs7973254 0.900199482447872 0.00000e+00
chr12 40686323 rs7973479 -0.631820034280877 0.00000e+00
chr12 40749150 rs7976715 0.335882687412334 0.00000e+00
chr12 40675608 rs7979341 -0.359719816036725 0.00000e+00
chr12 40751374 rs80172174 2.25117177225152 0.00000e+00
chr12 40748395 rs890575 -0.344897236054553 0.00000e+00
chr12 40736249 rs919174 0.967959848080657 0.00000e+00
chr12 40736405 rs919175 -0.330074656072381 0.00000e+00
chr12 40632958 rs954884 0.504224845781285 0.00000e+00
chr12 40725778 rs963243 0.138954124792053 0.00000e+00
