snp	V.df1	z.df1	r.df1	lABF.df1	V.df2	z.df2	r.df2	lABF.df2	internal.sum.lABF	SNP.PP.H4	Colocalized
rs11564282	0.00024336	-0.858974358974359	0.993952791218228	-2.18739168824356	0.000737048714431395	0.581960909377577	0.973305787739802	-1.64683538103966	-3.83422706928322	5.00966750933573e-40	FALSE
rs11564284	0.00116281	1.66862170087977	0.971750956749551	-0.430525536967059	0.00169117383565625	-1.50904269357787	0.940795451876114	-0.342184121399779	-0.772709658366838	1.07006219443068e-38	FALSE
rs11564285	0.00021316	-0.780821917808219	0.994699247708959	-2.31672771865854	0.000809351337778259	1.31806867813528	0.970763711888319	-0.92291595406902	-3.23964367272756	9.07889912976961e-40	FALSE
rs115677680	0.00029241	6.37426900584795	0.992742801932175	17.7053372312296	0.00096209493151615	1.61962411833716	0.965436842885402	-0.41622508213496	17.2891121490946	7.47409415700282e-31	FALSE
rs115704343	0.00097344	0.519230769230769	0.976242170537792	-1.7383238372131	0.000609009090223516	2.44932831216553	0.977840327890187	1.0283937293552	-0.709930107857904	1.1393937502549e-38	FALSE
rs115704474	0.00164836	-0.00738916256157635	0.960421970997177	-1.61471434954007	0.00396370165169083	0.828747743844478	0.871464712202887	-0.726504972711168	-2.34121932225124	2.22953312269013e-39	FALSE
rs115776647	0.00158404	-0.100502512562814	0.961907501050884	-1.62901095108872	0.00393924999504387	0.882801656342324	0.87215626287726	-0.688620690134498	-2.31763164122321	2.28274777670322e-39	FALSE
rs115972811	0.00217156	1.70386266094421	0.948506529044693	-0.106322727546292	0.0028925064156133	-0.00526786821573841	0.902826016375341	-1.16561360385497	-1.27193633140126	6.49527631784187e-39	FALSE
rs11609433	1e-04	-2.89	0.997506234413965	1.16865519657117	0.000333337269590788	-0.0515250129066455	0.987748148937664	-2.19972797293346	-1.03107277636229	8.26424805265748e-39	FALSE
rs11609446	0.00038025	-0.784615384615385	0.990583267810378	-2.02772149552296	0.0013559946837767	1.42347979476785	0.951965759807518	-0.553438993248769	-2.58116048877173	1.75391605742777e-39	FALSE
rs11609636	0.00042849	2.21256038647343	0.989401286073262	0.148257829028682	0.000885681991876814	-0.431096742851955	0.968094384582254	-1.63252916554471	-1.48427133651603	5.25268926951878e-39	FALSE
rs11610114	0.00053361	1.31168831168831	0.986835369462528	-1.31617270775711	0.0013778989019363	0.792832099311166	0.951227676857996	-1.21133348922425	-2.52750619698135	1.85059151680884e-39	FALSE
rs11610735	0.00038025	0.764102564102564	0.990583267810378	-2.04345620410304	0.0014848523346573	1.20667557263778	0.947640157338609	-0.784894394340336	-2.82835059844337	1.36979476950617e-39	FALSE
rs11610924	1e-04	-0.11	0.997506234413965	-2.99094580093507	0.000351336657988305	0.0994875570065185	0.987095116751702	-2.17018972424209	-5.16113552517716	1.32904560125409e-40	FALSE
rs11611510	9.801e-05	-2.80808080808081	0.997555739050392	0.92601578921529	0.000329658857525139	0.155826100892075	0.987881711013023	-2.19452598041513	-1.26851019119984	6.51756821092334e-39	FALSE
rs11611769	0.00026569	2.12883435582822	0.993401578366098	-0.259446356518038	0.000986331878985088	0.991628956091129	0.964596958922433	-1.19622118546432	-1.45566754198236	5.40510556450802e-39	FALSE
rs11612806	0.00013456	-4.55172413793104	0.996647278554941	7.47537370390839	0.000359735943503216	0.858076113144875	0.986790679356742	-1.8001319624751	5.6752417414333	6.75645258127088e-36	FALSE
rs11612814	1e-04	-3.97	0.997506234413965	4.86381729133426	0.000311078919316957	-4.42222119482424	0.988556895555242	7.43094526101253	12.2947625523468	5.06454103284351e-33	FALSE
rs11612876	0.00039601	0.638190954773869	0.990196804090305	-2.11087592977144	0.00135682132446517	1.4730402456075	0.951937884585985	-0.484850466233189	-2.59572639600463	1.72855383911494e-39	FALSE
rs11613035	0.00012321	-1.40540540540541	0.99692920880458	-1.9083604979862	0.000449612297384464	-0.860147322824067	0.983544771188981	-1.68971651586344	-3.59807701384964	6.3440641926818e-40	FALSE
rs11613124	0.00171396	1.61594202898551	0.958911596980963	-0.344026789777603	0.00330557416162275	0.426174910093317	0.890468939843687	-1.02490782313704	-1.36893461291465	5.89483716394269e-39	FALSE
rs11613206	0.00045796	-5.56542056074766	0.988680595858022	13.0710315063463	0.000628666077508164	-1.18857577527187	0.977141429662925	-1.19900468705034	11.872026819296	3.31854948421305e-33	FALSE
rs11613339	0.00016384	3.484375	0.99592070877685	3.29475548711248	0.000696170892989952	-1.19836382368709	0.974748904313352	-1.13953618277519	2.15521930433729	1.99982693063042e-37	FALSE
rs11613366	0.00013924	-0.559322033898305	0.996531075326788	-2.67607735511641	0.000393559700712522	-0.537319427258833	0.985566614354473	-1.97683311769139	-4.6529104728078	2.20932302255702e-40	FALSE
rs11613807	0.00015625	1.432	0.996108949416343	-1.75321558330366	0.000338354521360654	0.271059976978706	0.987566032195143	-2.15738163428663	-3.91059721759029	4.6413227413785e-40	FALSE
rs11613829	0.00022801	3.37086092715232	0.994332058682495	3.06268547183633	0.0010397813358755	-0.318050560967609	0.962749927473537	-1.59635665103956	1.46632882079676	1.00417886580089e-37	FALSE
rs11613963	0.00011881	-2.10091743119266	0.997038546257977	-0.710646187030376	0.000462155414415761	-0.173664649557387	0.983093470464797	-2.02520292455046	-2.73584911158084	1.50254811799274e-39	FALSE
rs11614306	0.00020164	2.87323943661972	0.994984284223231	1.45945922679707	0.000579732335389276	-2.19435015037513	0.978883109409212	0.427904526527087	1.88736375332415	1.52990415724343e-37	FALSE
rs11614334	1e-04	-0.43	0.997506234413965	-2.9047612622817	0.000351860121472236	0.0655794555259941	0.987076137999367	-2.17221741252519	-5.07697867480689	1.44573514342294e-40	FALSE
rs11614594	0.00038809	-0.715736040609137	0.990390979122806	-2.06884867897782	0.00156729277224134	1.17384424350748	0.944893287259978	-0.798252770720429	-2.86710144969825	1.31772936067848e-39	FALSE
rs11614980	0.00038025	-0.805128205128205	0.990583267810378	-2.01156997347056	0.0013385958218867	1.2621229591977	0.95255284734152	-0.76538277384164	-2.7769527473122	1.44203999818353e-39	FALSE
rs11615787	0.00012544	-2.45535714285714	0.996873803751436	0.120996642062611	0.00032453582816146	-1.47389938701167	0.988067786918721	-1.14102772270883	-1.02003108064622	8.35600500893111e-39	FALSE
rs116236993	0.00222784	-1.74364406779661	0.94724238796017	-0.0310756313252758	0.00357093519159413	0.457805836275091	0.882707463662603	-0.979040432763724	-1.010116064089	8.43926702698464e-39	FALSE
rs116442220	0.00160801	-0.0224438902743142	0.961353354798752	-1.62640552318051	0.00396334122530008	0.846756766064197	0.871474897949817	-0.713393070716357	-2.33979859389687	2.23270293480232e-39	FALSE
rs116447733	0.00047524	-0.912844036697248	0.988258500752559	-1.81056276970634	0.00301478246817178	0.564165574528976	0.899132493621754	-1.00388451889224	-2.81444728859858	1.38897245836271e-39	FALSE
rs116618531	0.00160801	3.214463840399	0.961353354798752	3.34007763860591	0.00431465479610691	0.0833630076117333	0.86165840078232	-0.986020647327806	2.35405699127811	2.43975671915932e-37	FALSE
rs116702323	0.00164025	-0.0518518518518519	0.960609026122562	-1.61581793546651	0.00396174299966767	0.827072730991664	0.871520067105814	-0.72790992860079	-2.3437278640673	2.22394725474244e-39	FALSE
rs116722278	0.00159201	-0.0350877192982456	0.961723177119836	-1.63086334454643	0.00396183982680888	0.863307635991389	0.871517330437655	-0.701209659889625	-2.33207300443606	2.25001868211833e-39	FALSE
rs116833442	0.001521	1.32820512820513	0.963367934298307	-0.803663065939563	0.00696936658309484	-1.14615235744205	0.794068460626031	-0.268535687201285	-1.07219875314085	7.93126679967587e-39	FALSE
rs116873535	0.00196249	-2.53498871331828	0.953232279590653	1.53153425494553	0.00490060807522857	-0.71929456982688	0.845768498320221	-0.715856442674042	0.815677812271483	5.23886170601945e-38	FALSE
rs116911200	0.00082944	-8.03472222222222	0.979685246723933	29.6744493089497	0.000545524597634442	3.04214451118227	0.980104344046774	2.57663108220742	32.2510803911571	2.3521164033408e-24	FALSE
rs116937891	0.00083521	-7.99307958477509	0.979546817562589	29.3464822585299	0.000545209413584844	3.04323389761735	0.980115610454449	2.57964875219363	31.9261310107235	1.69955446889678e-24	FALSE
rs116946443	0.00082944	-8.03472222222222	0.979685246723933	29.6744493089497	0.000545811005737094	3.04353428737854	0.980094106473986	2.58098561151888	32.2554349204686	2.36238109589555e-24	FALSE
rs116969242	0.00076176	-0.268115942028986	0.981311896247856	-1.95466268908097	0.00525300062465293	0.990614651180588	0.836491417864811	-0.495013113680049	-2.44967580276102	2.00037711647103e-39	FALSE
rs116981890	0.00091204	0.288079470198676	0.977707295945154	-1.86117805597895	0.00285282406179264	-0.346021973238084	0.904031209164725	-1.11774574446659	-2.97892380044553	1.1783176765166e-39	FALSE
rs117033661	0.00082944	7.85763888888889	0.979685246723933	28.2958987924143	0.00054945563361905	3.07250624919467	0.979963849004675	2.67046519747581	30.9663639898901	6.50898943697449e-25	FALSE
rs117036566	0.00083521	7.95501730103806	0.979546817562589	29.0491795196761	0.000544899538483134	3.04342131194793	0.980126687343704	2.57998046353565	31.6291599832118	1.26288036005314e-24	FALSE
rs117055277	0.00167281	-0.102689486552567	0.959858478465935	-1.60261109879559	0.0107627957186356	0.392277377899647	0.714033436200795	-0.571001909575202	-2.17361300837079	2.63635825350175e-39	FALSE
rs117068956	0.00112225	1.7134328358209	0.972709421298689	-0.372741379161294	0.00212993033692787	-0.264903491899914	0.926563464305871	-1.27315658542944	-1.64589796459073	4.46877159184873e-39	FALSE
rs117080949	0.00134689	-0.419618528610354	0.967424635806949	-1.6269275635033	0.00531233900312344	-1.60931037245581	0.834949259909765	0.180457974070699	-1.44646958943261	5.45505081391062e-39	FALSE
rs117096594	0.00091809	5.71947194719472	0.97756273569954	14.0906756922548	0.00518345448406911	-0.655010411242908	0.8383061343246	-0.731192363386802	13.359483328868	1.4687316448242e-32	FALSE
rs117106797	0.00036864	-5.16145833333333	0.99086815904623	10.8506929808902	0.00172367951660012	2.23924030671446	0.93972608341949	0.951558010359901	11.8022509912501	3.09488873963104e-33	FALSE
rs117133140	0.00052441	-1.33187772925764	0.987059404442902	-1.29822149052267	0.00870270754438729	0.388124735815941	0.755380204280653	-0.64712952088459	-1.94535101140726	3.31235862903474e-39	FALSE
rs117144345	0.00081796	7.92307692307692	0.979960781969506	28.8035595143936	0.000549931498485284	3.09158240722241	0.979946844349662	2.7284236705213	31.5319831849149	1.14593203905053e-24	FALSE
rs117147133	0.00097344	0.269230769230769	0.976242170537792	-1.83454001267476	0.00552070254587172	0.93448352402443	0.829578804991284	-0.52252237597688	-2.35706238865164	2.19448881901548e-39	FALSE
rs117156500	0.00076729	4.06498194945848	0.981178783284344	6.12015224744547	0.00663861309039983	-0.339587264112927	0.80190559402831	-0.763268101977543	5.35688414546793	4.91425610552517e-36	FALSE
rs117188167	0.00084681	5.34364261168385	0.979268638113968	12.0432173454629	0.00508146364855995	-0.643605456615131	0.84098173914641	-0.745189032507116	11.2980283129558	1.86923504208809e-33	FALSE
rs117203131	0.00095481	6.16504854368932	0.976686254923414	16.6815033310421	0.0055894971266199	-1.13170891061332	0.827820801142741	-0.349487767005959	16.3320155640361	2.87009848313888e-31	FALSE
rs117220360	0.00117649	5.44897959183674	0.971428113469604	12.6438539295652	0.00889549941117295	-0.463542229969039	0.751308798458717	-0.615054267009362	12.0287996625558	3.881806462382e-33	FALSE
rs117222477	0.00081796	-7.92307692307692	0.979960781969506	28.8035595143936	0.000549928427810633	3.09158729898637	0.979946954075903	2.72843627903948	31.5319957934331	1.14594648764656e-24	FALSE
rs117224744	0.00067081	2.06177606177606	0.98350635259047	0.0380136834253664	0.00494850535992054	0.34256418122724	0.844495489701208	-0.880989406305317	-0.842975722879951	9.97453954593195e-39	FALSE
rs117237084	0.00082944	-8.04861111111111	0.979685246723933	29.7838701727331	0.000546783441272663	3.02066025346166	0.98005934864959	2.51372363508461	32.2975938078177	2.46410568573328e-24	FALSE
rs117252799	0.00061009	-3.58704453441296	0.984976886286142	4.23771120664608	0.00206924889509349	0.259213000825151	0.928506082385388	-1.28787764820131	2.94983355844477	4.4267907959389e-37	FALSE
rs117264486	0.00179776	-0.377358490566038	0.956989082668545	-1.50501330190558	0.00485877449843455	-1.41921941406332	0.846883490396253	-0.0853885931129224	-1.5904018950185	4.72378142759851e-39	FALSE
rs117289114	0.00178929	0.328605200945626	0.957183048575365	-1.52373162440729	0.00549842259932946	-1.24431519118831	0.830149757319113	-0.243750219208231	-1.76748184361552	3.95717220353438e-39	FALSE
rs117297508	9e-04	6.22666666666667	0.97799511002445	17.0508636484354	0.00059332684280793	4.47056258562052	0.978398622826659	7.85960400759537	24.9104676560307	1.52570723602591e-27	FALSE
rs117331901	0.000841	-0.410344827586207	0.979407947895497	-1.85896728463245	0.00199891229750876	-1.59404707484519	0.930768012430341	-0.152611857354274	-2.01157914198672	3.10009383936199e-39	FALSE
rs117357330	0.000841	-7.82413793103448	0.979407947895497	28.0368489227698	0.000570053393536121	3.2858367753824	0.979228343998846	3.34914578899571	31.3859947117655	9.90277413585617e-25	FALSE
rs117366914	0.00082369	7.75261324041812	0.979823234989292	27.4935520606076	0.000547572427963943	3.25740753343619	0.980031149660244	3.24261928967541	30.736171350283	5.17061466489096e-25	FALSE
rs117370925	0.00123904	-1.19886363636364	0.969954683717177	-1.05547891408003	0.0248005869460118	-0.219345719297971	0.520059957340279	-0.35453634306448	-1.41001525714451	5.65758015665892e-39	FALSE
rs117398616	0.00078961	4.1423487544484	0.980641884048413	6.44112137176412	0.000926158021646857	-0.445822010330844	0.966684861683266	-1.60480387103338	4.83631750073074	2.91997117755233e-36	FALSE
rs117408408	0.001089	-6.00909090909091	0.973496556255932	15.7608377509832	0.0075082771990056	0.91647549998794	0.781622078951529	-0.432511189519398	15.3283265614638	1.05196236745354e-31	FALSE
rs117413331	0.000625	-1.068	0.984615384615384	-1.52565566571705	0.00561065219082963	-3.35289316304029	0.827281693228605	3.77205930913861	2.24640364342156	2.19075225704601e-37	FALSE
rs117435671	0.00082944	-8.03472222222222	0.979685246723933	29.6744493089497	0.000545612984533248	3.0418297462222	0.980101184660442	2.57575739768227	32.250206706632	2.35006229309069e-24	FALSE
rs117437130	0.00128881	6.3008356545961	0.968785489337183	17.4972125619824	0.00394215748017746	-1.50940830976934	0.872073974832504	-0.0347226240435308	17.4624899379388	8.88905476092918e-31	FALSE
rs117482806	0.00082944	8.03472222222222	0.979685246723933	29.6744493089497	0.000545485153340213	3.04227616152835	0.980105753988143	2.57699471204465	32.2514440209944	2.3529718585708e-24	FALSE
rs117502843	0.00095481	6.11650485436893	0.976686254923414	16.3903571079112	0.00558932355403805	-1.13216942760119	0.82782522730903	-0.34906625967241	16.0412908482388	2.14603430163665e-31	FALSE
rs117505823	0.00064009	-1.03162055335968	0.984249788816905	-1.55171127960087	0.000544355055140699	2.81239813358462	0.980146151216682	1.91659509724696	0.364883817646089	3.33779446294984e-38	FALSE
rs117528165	0.00099225	6.10793650793651	0.975794205002165	16.341341140482	0.00766104066097671	0.860318679201058	0.778164601217715	-0.464931233486857	15.8764099069951	1.81982562639276e-31	FALSE
rs117549742	0.00018496	-4.80147058823529	0.995397282963576	8.78344986495738	0.000852855561459198	-0.549592447029362	0.969240542722721	-1.59439843583335	7.18905142912403	3.07013821245525e-35	FALSE
rs117563959	0.00094249	-6.61237785016287	0.976980149473078	19.4728165449704	0.00059072993033383	4.6132490389802	0.978491135589554	8.49251173903056	27.965328284001	3.23728041376089e-26	FALSE
rs117585683	0.00089401	5.41137123745819	0.978138363051215	12.4098718899287	0.00445531944479991	-1.12317709179166	0.857789634475685	-0.434161637598291	11.9757102523304	3.68109851868526e-33	FALSE
rs117591458	0.00082944	-7.99305555555556	0.979685246723933	29.347320612561	0.000546686766383476	3.05032124622014	0.980062803995862	2.60189336114663	31.9492139737076	1.73924150684024e-24	FALSE
rs117596291	0.00035721	7.01587301587302	0.991148793486963	22.0297971953766	0.000530181603519458	4.77274206500019	0.980653087615233	9.19656988507537	31.226367080452	8.44173032425178e-25	FALSE
rs117643167	0.000484	0.877272727272727	0.988044659618615	-1.83308534372858	0.00277522207329219	0.646864221314467	0.906397382340234	-0.994715031383452	-2.82780037511203	1.37054866993529e-39	FALSE
rs117650302	0.00079524	-3.96808510638298	0.980506549293496	5.75054233257479	0.000722587265428263	-0.370267020881107	0.973815833989535	-1.75454626148397	3.99599607109082	1.26017716206167e-36	FALSE
rs117696958	0.00293764	0.1309963099631	0.931583570964776	-1.33307814379634	0.0100187919740149	0.522656955402168	0.728433187962244	-0.552280388809915	-1.88535853260625	3.51715699423679e-39	FALSE
rs117708095	0.00089401	-2.26421404682274	0.978138363051215	0.595783019817678	0.00275156308740072	0.191820784804499	0.907121237564565	-1.17154127321433	-0.575758253396655	1.30299853966123e-38	FALSE
rs117717187	0.00113569	5.53412462908012	0.972391614191958	13.0956752429203	0.00860842314960506	-0.444870357346418	0.757387424937289	-0.633197590277992	12.4624776526423	5.98932440403242e-33	FALSE
rs117724740	9e-04	0.633333333333333	0.97799511002445	-1.71210293673172	0.000490256475510595	2.78313071857108	0.982083897454877	1.79249318261041	0.0803902458786887	2.5113405058736e-38	FALSE
rs117725664	0.000841	-7.9	0.979407947895497	28.6209999651769	0.00054958011335692	3.0739335214274	0.979959400762598	2.67485361109954	31.2958535762765	9.04917685332494e-25	FALSE
rs117755338	0.00146689	1.43080939947781	0.964625029752653	-0.683477707591581	0.00208561079543227	-1.25807559744948	0.927981481020709	-0.581032695063945	-1.26451040265553	6.54368931020251e-39	FALSE
rs117756741	0.00121104	-0.583333333333333	0.970613699630002	-1.59847420712793	0.00277527338335428	0.497201880183924	0.906395813745747	-1.07230516280421	-2.67077936993214	1.60356961537649e-39	FALSE
rs117762348	0.00030976	-8.04545454545455	0.992315508700622	29.6816878518371	0.00152762149507988	2.96666773123143	0.946213121900961	2.70250352712595	32.3841913789631	2.68700316582695e-24	FALSE
rs117764538	0.00055696	-1.50847457627119	0.986267215294243	-1.02186130194775	0.0145478251857591	0.303702612803876	0.648786349073403	-0.493259779979744	-1.51512108192749	5.09311914678944e-39	FALSE
rs117774158	0.00084681	-7.68041237113402	0.979268638113968	26.944854868327	0.000572573562108664	3.28221648500883	0.979138429594002	3.3391789768062	30.2840338451332	3.28988979415265e-25	FALSE
rs117780985	0.001024	-2.56875	0.975039001560063	1.37166563231829	0.00458983056349949	-0.201418884452491	0.854122467078356	-0.945168223107637	0.426497409210652	3.54991564061602e-38	FALSE
rs117788543	0.00044521	1.16587677725119	0.988992268800187	-1.58242561050598	0.0027896061520219	0.633739205016239	0.90595786066017	-1.00007831814328	-2.58250392864927	1.75156135870661e-39	FALSE
rs117791815	0.000841	5.28965517241379	0.979407947895497	11.7607134114902	0.0048073756251576	-0.746442950128549	0.848257458221477	-0.706470193270766	11.0542432182194	1.46483730843103e-33	FALSE
rs117791958	0.00139876	2.02673796791444	0.966212514577731	0.290607129973218	0.00349809596508999	-2.77423027866873	0.884824414790988	2.32431205879724	2.61491918877046	3.16692322970717e-37	FALSE
rs117825255	0.0016	-0.025	0.961538461538461	-1.62874778824151	0.0118668360436932	-0.92513426369521	0.693684710471929	-0.294717026901332	-1.92346481514284	3.38565269861818e-39	FALSE
rs117826669	0.00043681	1.97607655502392	0.989197713667324	-0.332650267338577	0.00186308116932011	-0.768674218193853	0.935167496725517	-1.09169754514467	-1.42434781248325	5.57707090582056e-39	FALSE
rs117844952	0.00082944	-8.03472222222222	0.979685246723933	29.6744493089497	0.000545600268537495	3.04189938937336	0.980101639191972	2.57595570897507	32.2504050179248	2.35052838319612e-24	FALSE
rs117855055	0.00055696	3.80932203389831	0.986267215294243	5.01184477991173	0.00745822707252166	0.64527753669887	0.782761549469014	-0.600415499164247	4.41142928074748	1.90920232807485e-36	FALSE
rs117855857	0.00131769	2.39669421487603	0.968108333258708	1.05777116313042	0.00415623645757965	-0.319215602438851	0.866057450734597	-0.961047132656613	0.0967240304738053	2.55269703560199e-38	FALSE
rs117860514	0.000729	0.974074074074074	0.98210120552923	-1.54559217709656	0.0029608748566704	-0.784549378855495	0.900757118487956	-0.877876554929943	-2.4234687320265	2.0534941215374e-39	FALSE
rs117862713	0.00019044	-4.71014492753623	0.995261559714201	8.36414674254823	0.000872351014497464	-0.434447438106713	0.968559518078829	-1.63842431361203	6.7257224289362	1.93168674184479e-35	FALSE
rs117867889	0.00091204	7.94039735099338	0.977707295945154	28.9204306394138	0.000545973474578499	3.04501466956215	0.980088299168448	2.58552151625874	31.5059521556725	1.11648715166585e-24	FALSE
rs117871635	0.00071289	10.3558052434457	0.982489820791401	50.6599452035218	0.00632216458538714	0.97031988109825	0.809549961545453	-0.448078680305622	50.2118665232162	1.48500911180988e-16	FALSE
rs117880631	0.00093636	6.07516339869281	0.977126447002127	16.1428141066869	0.000589185251324083	4.60928846652841	0.978546171743078	8.47394491083631	24.6167590175232	1.13740508360441e-27	FALSE
rs117887879	0.00082944	-7.90277777777778	0.979685246723933	28.6443766048748	0.000549925669087269	3.09153688113272	0.979947052655024	2.72828154790633	31.3726581527811	9.77158197500173e-25	FALSE
rs117908462	0.00125316	-6.18926553672316	0.969622690722359	16.8246423517319	0.00054593462227576	3.04502375099539	0.980089687903505	2.58552018351742	19.4101625352493	6.23331455165562e-30	FALSE
rs117909126	0.00082369	8	0.979823234989292	29.4027317278516	0.00054585257710998	3.04391208417432	0.980092620535351	2.58214306920852	31.9848747970602	1.80238344646524e-24	FALSE
rs117924178	0.00060025	9.6204081632653	0.985215608278274	43.4848705966341	0.000577326443499204	4.80950423513604	0.978968901539048	9.39155031533426	52.8764209119684	2.13270303114789e-15	FALSE
rs117929583	0.00081225	7.71228070175439	0.980097887276492	27.1892905142131	0.000538595180465749	2.95690236347328	0.980352099210877	2.32084993897711	29.5101404531902	1.51734284233824e-25	FALSE
rs117936890	0.00104976	4.38271604938272	0.974427134287752	7.52538391419205	0.00635822706086149	-0.0302424580999481	0.808671459215226	-0.826511801909534	6.69887211228251	1.88051046531192e-35	FALSE
rs117956459	0.000841	5.32413793103448	0.979407947895497	11.9399415722287	0.00364986383963453	-0.396892884587458	0.880424939365314	-0.992561478891375	10.9473800933374	1.31637409490835e-33	FALSE
rs117959401	0.00215296	-1.72629310344828	0.948925057694643	-0.0732906026789135	0.0131422414856997	1.29261779737338	0.671575322145492	0.00433055071203692	-0.0689600519668766	2.16293561244939e-38	FALSE
rs117981694	0.000841	7.8448275862069	0.979407947895497	28.1956038472135	0.000556552239956142	3.1663578399515	0.97971031859264	2.96237920488505	31.1579830520985	7.88374680682782e-25	FALSE
rs117990077	0.00069696	-0.996212121212121	0.982874396515121	-1.5458690873975	0.00361834638241107	1.81482346706249	0.881334970228448	0.385650158264688	-1.16021892913281	7.26299729834442e-39	FALSE
rs118038814	0.00092416	-5.29605263157895	0.977417740522958	11.8120958426494	0.00574127940668763	-0.55497635023795	0.823968328735534	-0.741655067517081	11.0704407751323	1.4887572937946e-33	FALSE
rs118045658	0.00215296	-0.155172413793103	0.948925057694643	-1.47580629837891	0.00361851283650784	-1.18812116255291	0.881330159113495	-0.443648161901233	-1.91945446028014	3.39925762944781e-39	FALSE
rs118075840	0.00063001	-1.05179282868526	0.984493973789325	-1.53870610567769	0.00422040324077454	-3.54529744005036	0.864270230245522	4.43301946296421	2.89431335728652	4.18771272172996e-37	FALSE
rs118081441	0.00082944	8.07986111111111	0.979685246723933	30.0307580834879	0.00054582157463854	3.04361123049855	0.980093728695827	2.58122287112748	32.6119809546154	3.37439511638273e-24	FALSE
rs118081758	0.000841	-0.358620689655172	0.979407947895497	-1.87844480892324	0.00851194881960519	-0.471452817606397	0.759452339066128	-0.628017632531796	-2.50646244145503	1.88994755937955e-39	FALSE
rs118122990	0.00082944	8.03472222222222	0.979685246723933	29.6744493089497	0.000545613020872246	3.04184067809831	0.98010118336151	2.57579001558238	32.2502393245321	2.35013894843797e-24	FALSE
rs118142783	0.00085264	-5.32876712328767	0.979128888610381	11.9668593488417	0.00503939904831193	-0.634608745041949	0.842090233723685	-0.753298987312125	11.2135603615296	1.7178290740058e-33	FALSE
rs118179198	0.00058564	-0.776859504132232	0.985570265739311	-1.82183106591304	0.00309494088204318	-0.674989802110712	0.896727549827041	-0.93091274554368	-2.75274381145672	1.47737625277704e-39	FALSE
rs118185239	0.00040401	-0.900497512437811	0.990000744975561	-1.90122863500704	0.00257308731728041	-1.85421538734375	0.912619251493782	0.350104688551254	-1.55112394645579	4.91301387501604e-39	FALSE
rs11829088	0.00015876	-8.00793650793651	0.996046690684673	29.1701654064688	0.000583018690343055	0.87330638814176	0.978765944984457	-1.55283971012591	27.6173256963429	2.28583414718245e-26	FALSE
rs11829565	0.00017689	2.96992481203008	0.995597220193001	1.67804985590813	0.000678800815986835	-3.63328332910991	0.975363419433917	4.58600176922427	6.26405162513239	1.21740650076309e-35	FALSE
rs11829679	0.00024336	-1.44230769230769	0.993952791218228	-1.52024335375334	0.000600665290197574	0.747719195947191	0.978137291516942	-1.63805599850675	-3.15829935226009	9.84828437134359e-40	FALSE
rs11830643	0.00014641	3.20661157024793	0.996353098570956	2.31549081087661	0.00035160002958971	1.37936858618378	0.987085567829379	-1.23566193363679	1.07982887723981	6.82270013706375e-38	FALSE
rs11830972	0.00051076	0.0663716814159292	0.987391991658513	-2.18453671248481	0.00109044682920943	0.775396725743754	0.961005618930462	-1.33327131048074	-3.51780802296556	6.87429156952252e-40	FALSE
rs11831092	0.000144	0.991666666666667	0.996412913511359	-2.32526987103475	0.000406663664909023	1.27736857763921	0.985093204150147	-1.29929528417613	-3.62456515521088	6.17822776894702e-40	FALSE
rs11831635	0.00024964	1.5	0.993797708501244	-1.42339580725684	0.00103898217587116	0.670784863894746	0.962777491634301	-1.42881882897929	-2.85221463623613	1.33749289489448e-39	FALSE
rs11831981	9.801e-05	2.12121212121212	0.997555739050392	-0.762734830346397	0.000338206269910832	0.0451922928523516	0.9875714124793	-2.19286952736216	-2.95560435770856	1.2061182755277e-39	FALSE
rs11832147	0.002704	0.825	0.936680404645935	-1.06101616703466	0.00142983300492058	1.06443850915637	0.949482274393873	-0.954819863850765	-2.01583603088542	3.08692513305809e-39	FALSE
rs11832182	0.00019044	0.22463768115942	0.995261559714201	-2.65091213742353	0.000578824052074609	0.432454759436795	0.978915496279732	-1.83807148667026	-4.48898362409379	2.60286560191029e-40	FALSE
rs11832384	0.00047524	0.885321100917431	0.988258500752559	-1.83501761350916	0.000408514857566305	2.44106826364748	0.985026362308649	0.834062515277633	-1.00095509823152	8.51693407348949e-39	FALSE
rs11832449	0.00018225	-3.26666666666667	0.995464415257981	2.61345505922694	0.000407167628843037	0.444101983331867	0.985075006400283	-2.00521754112639	0.60823751810055	4.25742257948594e-38	FALSE
rs11832748	0.00128164	-0.930167597765363	0.968953752806332	-1.31696357973815	0.00127763896889853	-0.0988317057726231	0.954615431501759	-1.54162936484658	-2.85859294458472	1.3289891015347e-39	FALSE
rs11832994	0.00017689	0.270676691729323	0.995597220193001	-2.67628793263964	0.000577071217378001	0.397917410287747	0.978978003575295	-1.85358813084711	-4.52987606348675	2.49857495983917e-40	FALSE
rs11833426	0.00052441	-3.67248908296943	0.987059404442902	4.48262900370398	0.00131722304229554	-0.221569422064209	0.953275018116069	-1.50833858725504	2.97429041644894	4.53639096478591e-37	FALSE
rs11833985	0.00016641	0.51937984496124	0.995856985974101	-2.60884695379907	0.000349851853805532	1.00257561684177	0.987148953954326	-1.68104476458701	-4.28989171838608	3.17626157026553e-40	FALSE
rs11834010	0.00251001	-1.18163672654691	0.940954848046378	-0.75781509342594	0.00143057379187185	1.06435860421943	0.949457424342518	-0.954668800478846	-1.71248389390479	4.18090458022638e-39	FALSE
