GENE	CHR	START	STOP	NSNPS	NPARAM	N	ZSTAT	P	SYMBOL
ENSG00000124380	2	70120692	70132707	23	5	455258	0.19908	0.4211	SNRNP27
ENSG00000059728	2	70124820	70170077	97	8	455258	0.37641	0.35331	MXD1
ENSG00000268328	2	70129482	70129841	1	1	455258	-0.88789	0.8127	AC019206.1
ENSG00000244617	2	70187226	70189397	6	3	455258	0.44167	0.32936	ASPRV1
ENSG00000169564	2	70314585	70316332	3	2	455258	-1.4418	0.92533	PCBP1
ENSG00000115998	2	70377012	70475747	230	21	455258	0.47227	0.31837	C2orf42
ENSG00000116001	2	70436576	70475792	87	8	455258	0.28334	0.38846	TIA1
ENSG00000116005	2	70484518	70508323	55	5	455258	0.40248	0.34367	PCYOX1
ENSG00000143977	2	70508494	70520903	25	4	455258	0.30578	0.37989	SNRPG
ENSG00000035141	2	70523107	70529222	15	3	455258	-0.09943	0.5396	FAM136A
ENSG00000163235	2	70674412	70781325	429	47	455258	0.0030611	0.49878	TGFA
ENSG00000075340	2	70834750	70995357	777	42	455258	0.017065	0.49319	ADD2
ENSG00000183733	2	71004442	71017775	67	9	455258	-0.23122	0.59143	FIGLA
ENSG00000152672	2	71035775	71047732	46	13	455258	0.44808	0.32705	CLEC4F
ENSG00000116031	2	71057347	71062952	35	10	455258	0.42289	0.33619	CD207
ENSG00000116035	2	71127720	71160576	135	27	455258	-1.2233	0.88939	VAX2
ENSG00000116039	2	71163012	71192536	130	30	455258	0.85271	0.19691	ATP6V1B1
ENSG00000258881	2	71166448	71222466	215	48	455258	-0.040392	0.51611	AC007040.11
ENSG00000144031	2	71205510	71212626	26	8	455258	-1.9767	0.97596	ANKRD53
ENSG00000144043	2	71213068	71222075	38	9	455258	-2.2541	0.9879	TEX261
ENSG00000124357	2	71291474	71306935	72	14	455258	-0.089614	0.5357	NAGK
ENSG00000124370	2	71336814	71357369	97	13	455258	0.60533	0.27248	MCEE
ENSG00000124383	2	71357444	71377231	120	13	455258	-0.63896	0.73858	MPHOSPH10
ENSG00000124374	2	71409869	71454213	208	27	455258	0.25675	0.39869	PAIP2B
ENSG00000075292	2	71503691	71662199	621	29	455258	1.3466	0.08905	ZNF638
ENSG00000135636	2	71680852	71913898	1028	107	455258	-0.21385	0.58467	DYSF
ENSG00000003137	2	72356367	72375167	39	11	455258	0.01943	0.49225	CYP26B1
ENSG00000144036	2	72403113	73053170	1126	30	455258	0.040209	0.48396	EXOC6B
ENSG00000116096	2	73114489	73119287	2	1	455258	0.8359	0.20161	SPR
ENSG00000135638	2	73143389	73162020	24	8	455258	-0.68258	0.75256	EMX1
ENSG00000144040	2	73169165	73302747	322	29	455258	-0.69698	0.75709	SFXN5
ENSG00000135631	2	73300510	73383849	291	25	455258	0.52388	0.30018	RAB11FIP5
ENSG00000214513	2	73429386	73439641	36	7	455258	0.76314	0.22269	NOTO
ENSG00000135632	2	73441350	73454365	33	10	455258	1.3115	0.094852	SMYD5
ENSG00000135617	2	73455134	73460366	16	5	455258	1.5679	0.058446	PRADC1
ENSG00000135624	2	73460548	73480149	60	12	455258	1.0295	0.15162	CCT7
ENSG00000163013	2	73481810	73511559	68	20	455258	-0.33244	0.63022	FBXO41
ENSG00000135625	2	73518058	73520833	2	1	455258	-1.838	0.96697	EGR4
ENSG00000116127	2	73612886	73837920	604	23	455258	0.46167	0.32216	ALMS1
ENSG00000144035	2	73867959	73869520	5	3	455258	0.60798	0.2716	NAT8
ENSG00000144034	2	73956231	73964527	12	2	455258	-0.50707	0.69395	TPRKB
ENSG00000144048	2	73989311	74007284	18	6	455258	0.23985	0.40522	DUSP11
ENSG00000187833	2	74011316	74044274	12	4	455258	-0.10636	0.54235	C2orf78
ENSG00000124356	2	74056086	74100786	141	22	455258	-0.077479	0.53088	STAMBP
ENSG00000163017	2	74119441	74146992	128	13	455258	0.28164	0.38911	ACTG2
ENSG00000114956	2	74153953	74186088	102	13	455258	0.32614	0.37216	DGUOK
ENSG00000187605	2	74229840	74335303	246	21	455258	-0.53599	0.70402	TET3
ENSG00000217702	2	74361599	74362521	5	3	455258	-0.32544	0.62758	MGC10955
ENSG00000163170	2	74362525	74375121	36	6	455258	-0.47143	0.68133	BOLA3
ENSG00000114978	2	74379655	74406025	67	8	455258	-0.87647	0.80961	MOB1A
ENSG00000065911	2	74425689	74444692	44	10	455258	-0.97225	0.83454	MTHFD2
ENSG00000264324	2	74438731	74590504	342	42	455258	-0.4842	0.68588	RP11-287D1.3
ENSG00000188687	2	74443369	74570541	281	40	455258	-0.48252	0.68528	SLC4A5
ENSG00000204843	2	74588281	74619214	75	19	455258	0.37259	0.35473	DCTN1
ENSG00000159239	2	74641304	74648718	16	7	455258	-0.50724	0.69401	C2orf81
ENSG00000005448	2	74648805	74652882	5	3	455258	-0.32054	0.62572	WDR54
ENSG00000114993	2	74652963	74669549	28	12	455258	0.1366	0.44568	RTKN
ENSG00000115274	2	74682150	74688011	7	2	455258	-0.14486	0.55759	INO80B
ENSG00000239779	2	74685456	74688018	4	1	455258	-0.31631	0.62412	WBP1
ENSG00000115275	2	74688184	74692537	10	6	455258	-0.52021	0.69854	MOGS
ENSG00000204822	2	74699085	74700449	3	2	455258	-1.9787	0.97607	MRPL53
ENSG00000135637	2	74699113	74710535	25	10	455258	-0.90051	0.81608	CCDC142
ENSG00000115282	2	74710200	74722013	18	6	455258	-0.53189	0.7026	TTC31
ENSG00000179528	2	74724644	74730443	14	5	455258	-0.019475	0.50777	LBX2
ENSG00000115289	2	74732170	74735707	7	4	455258	-0.26581	0.60481	PCGF1
ENSG00000115297	2	74740590	74744274	2	1	455258	-0.021249	0.50848	TLX2
ENSG00000144045	2	74745258	74753463	10	6	455258	-0.10165	0.54048	DQX1
ENSG00000115307	2	74753772	74757066	3	1	455258	-0.13822	0.55497	AUP1
ENSG00000115317	2	74756504	74760472	6	4	455258	-0.73403	0.76853	HTRA2
ENSG00000115318	2	74759541	74782817	44	12	455258	0.027193	0.48915	LOXL3
ENSG00000115325	2	74776153	74784681	14	4	455258	-0.35681	0.63938	DOK1
ENSG00000159374	2	74785010	74875465	164	22	455258	-0.51103	0.69533	M1AP
ENSG00000135622	2	74881355	74909186	63	14	455258	0.57428	0.28289	SEMA4F
ENSG00000159399	2	75061108	75120486	231	39	455258	0.46288	0.32172	HK2
ENSG00000115350	2	75185619	75197255	37	12	455258	1.1319	0.12885	POLE4
ENSG00000115353	2	75273590	75426826	499	58	455258	0.78061	0.21752	TACR1
ENSG00000115363	2	75696428	75796848	379	48	455258	1.2865	0.099137	EVA1A
ENSG00000115364	2	75873909	75917977	178	26	455258	1.3229	0.09294	MRPL19
ENSG00000005436	2	75879126	75938115	231	29	455258	1.2282	0.10968	GCFC2
ENSG00000176204	2	76974845	77820445	4162	135	455258	-0.48983	0.68787	LRRTM4
ENSG00000143954	2	79252812	79255631	21	7	455258	1.6538	0.049085	REG3G
ENSG00000172023	2	79312156	79315145	19	7	455258	0.24628	0.40273	REG1B
ENSG00000115386	2	79347488	79350545	16	7	455258	0.3003	0.38198	REG1A
ENSG00000172016	2	79384132	79386879	4	2	455258	-0.38991	0.6517	REG3A
ENSG00000066032	2	79412357	80875905	6107	345	455258	-0.3593	0.64031	CTNNA2
ENSG00000162951	2	80515483	80531874	36	12	455258	1.3928	0.081843	LRRTM1
ENSG00000163541	2	84650647	84687169	121	14	455258	-0.74694	0.77245	SUCLG1
ENSG00000115423	2	84743579	85046713	987	30	455258	-0.33814	0.63237	DNAH6
ENSG00000186854	2	85048774	85134132	331	25	455258	-0.28947	0.61389	TRABD2A
ENSG00000269417	2	85122209	85122345	2	1	455258	-0.03162	0.51261	AC022210.1
ENSG00000034510	2	85132749	85133795	3	1	455258	-0.2369	0.59363	TMSB10
ENSG00000176407	2	85198216	85286595	173	19	455258	-0.92776	0.82323	KCMF1
ENSG00000152284	2	85360533	85537511	708	60	455258	0.27193	0.39284	TCF7L1
ENSG00000152291	2	85545147	85555548	44	6	455258	-0.69297	0.75583	TGOLN2
ENSG00000042445	2	85569211	85581743	42	13	455258	0.38448	0.35031	RETSAT
ENSG00000115459	2	85581517	85618875	112	21	455258	0.086424	0.46556	ELMOD3
ENSG00000042493	2	85621871	85645555	112	21	455258	0.024912	0.49006	CAPG
ENSG00000152292	2	85645844	85664152	70	16	455258	-0.075226	0.52998	SH2D6
ENSG00000168906	2	85766288	85772403	10	5	455258	-1.5576	0.94033	MAT2A
ENSG00000115486	2	85771846	85788670	61	15	455258	-2.2201	0.98679	GGCX
ENSG00000118640	2	85788685	85809154	82	12	455258	-1.7119	0.95654	VAMP8
ENSG00000168899	2	85811531	85820535	25	8	455258	-1.3439	0.91051	VAMP5
ENSG00000168894	2	85822848	85824736	8	3	455258	-1.1062	0.86568	RNF181
ENSG00000168890	2	85825671	85830319	6	3	455258	-1.7692	0.96157	TMEM150A
ENSG00000168883	2	85829979	85876403	109	28	455258	-1.7197	0.95726	USP39
ENSG00000168887	2	85833777	85839189	9	6	455258	-0.49766	0.69064	C2orf68
ENSG00000168878	2	85884437	85895864	20	8	455258	-1.0595	0.85532	SFTPB
ENSG00000115523	2	85912298	85925977	69	11	455258	-0.37756	0.64712	GNLY
ENSG00000168874	2	85978467	86015189	87	15	455258	-0.14785	0.55877	ATOH8
ENSG00000115525	2	86066267	86116137	182	20	455258	-0.53624	0.7041	ST3GAL5
ENSG00000068654	2	86247339	86333278	314	30	455258	-1.0953	0.86331	POLR1A
ENSG00000132300	2	86333305	86369280	125	18	455258	-0.13026	0.55182	PTCD3
ENSG00000132305	2	86371055	86422893	206	16	455258	-0.47096	0.68117	IMMT
ENSG00000132313	2	86426478	86440917	44	7	455258	-1.049	0.85291	MRPL35
ENSG00000068615	2	86441116	86565206	515	22	455258	-0.24652	0.59736	REEP1
ENSG00000115548	2	86667770	86719839	144	22	455258	1.0066	0.15707	KDM3A
ENSG00000115561	2	86730554	86948245	550	34	455258	1.4134	0.078773	CHMP3
ENSG00000249884	2	86732791	86948245	544	38	455258	1.5081	0.06577	RNF103-CHMP3
ENSG00000239305	2	86830516	86850989	61	11	455258	1.0013	0.15835	RNF103
ENSG00000153561	2	86947296	87005164	108	13	455258	0.16749	0.43349	RMND5A
ENSG00000153563	2	87011729	87035519	81	9	455258	1.0834	0.13932	CD8A
ENSG00000172116	2	87042462	87089047	150	21	455258	2.0379	0.020781	CD8B
ENSG00000229615	2	87089023	87092827	6	2	455258	1.1338	0.12845	AC111200.1
ENSG00000187627	2	87135076	87241104	31	12	455258	0.0064278	0.49744	RGPD1
ENSG00000183281	2	87229682	87248975	4	2	455258	0.25461	0.39951	PLGLB1
ENSG00000185304	2	88055474	88285309	44	17	455258	0.051014	0.47966	RGPD2
ENSG00000172086	2	88326724	88355248	80	15	455258	-0.9641	0.8325	KRCC1
ENSG00000115593	2	88367299	88412906	194	32	455258	-1.7943	0.96362	SMYD1
ENSG00000163586	2	88422510	88427635	12	6	455258	-0.58541	0.72086	FABP1
ENSG00000144115	2	88469835	88486146	58	18	455258	1.4239	0.077241	THNSL2
ENSG00000172073	2	88824169	88829102	17	6	455258	1.5541	0.060077	TEX37
ENSG00000172071	2	88856259	88927094	92	17	455258	1.5326	0.06269	EIF2AK3
ENSG00000153574	2	88991162	89050452	155	11	455258	2.0948	0.018093	RPIA
ENSG00000163060	2	95537178	95542574	20	7	455258	0.74704	0.22752	TEKT4
ENSG00000172005	2	95691422	95719737	35	15	455258	2.0068	0.022386	MAL
ENSG00000144029	2	95752952	95815179	67	22	455258	1.97	0.02442	MRPS5
ENSG00000144026	2	95813075	95831158	22	12	455258	-0.0072812	0.5029	ZNF514
ENSG00000163067	2	95831177	95850065	24	8	455258	0.91772	0.17938	ZNF2
ENSG00000155066	2	95940201	95957056	28	12	455258	1.3501	0.088497	PROM2
ENSG00000115041	2	95963052	96051825	146	20	455258	1.2343	0.10854	KCNIP3
ENSG00000115042	2	96068469	96082364	17	9	455258	-0.24232	0.59573	FAHD2A
ENSG00000144015	2	96257766	96265526	3	2	455258	-0.072896	0.52906	TRIM43
ENSG00000174501	2	96514587	96657541	149	20	455258	0.052501	0.47906	ANKRD36C
ENSG00000186281	2	96687694	96705199	13	7	455258	0.71155	0.23837	GPAT2
ENSG00000222040	2	96778707	96781984	6	3	455258	-0.05695	0.52271	ADRA2B
ENSG00000188886	2	96789589	96804175	29	9	455258	0.05076	0.47976	ASTL
ENSG00000158050	2	96808905	96811179	3	2	455258	0.19044	0.42448	DUSP2
ENSG00000084090	2	96850597	96874563	53	13	455258	2.6322	0.0042413	STARD7
ENSG00000135956	2	96914254	96931732	27	13	455258	0.99033	0.16101	TMEM127
ENSG00000144021	2	96931870	96939087	10	5	455258	1.366	0.085967	CIAO1
ENSG00000144028	2	96940074	96971297	49	14	455258	0.071961	0.47132	SNRNP200
ENSG00000198885	2	96991069	96994091	5	2	455258	-0.59479	0.72401	ITPRIPL1
ENSG00000121152	2	97001525	97039583	53	12	455258	0.0063898	0.49745	NCAPH
ENSG00000196843	2	97202480	97218375	33	12	455258	0.87079	0.19194	ARID5A
ENSG00000114982	2	97258907	97308524	65	20	455258	0.21447	0.41509	KANSL3
ENSG00000114988	2	97371666	97405801	47	7	455258	0.52074	0.30127	LMAN2L
ENSG00000158158	2	97426639	97477628	85	11	455258	0.63961	0.26121	CNNM4
ENSG00000168763	2	97481982	97499648	37	9	455258	0.36355	0.3581	CNNM3
ENSG00000163126	2	97490263	97523671	60	10	455258	0.54094	0.29427	ANKRD23
ENSG00000213337	2	97502348	97523832	34	7	455258	0.65119	0.25746	ANKRD39
ENSG00000168758	2	97525453	97536494	10	5	455258	0.88623	0.18775	SEMA4C
ENSG00000168754	2	97541620	97684175	388	30	455258	-0.35234	0.63771	FAM178B
ENSG00000144199	2	97749320	97760619	22	4	455258	-0.34115	0.6335	FAHD2B
ENSG00000135976	2	97779233	97930258	198	16	455258	-0.46366	0.67855	ANKRD36
ENSG00000135940	2	98262503	98264846	5	3	455258	0.30681	0.37949	COX5B
ENSG00000115073	2	98272431	98280570	18	5	455258	0.03686	0.4853	ACTR1B
ENSG00000115085	2	98330023	98356325	84	18	455258	1.2474	0.10612	ZAP70
ENSG00000075568	2	98372799	98612388	688	27	455258	0.3695	0.35588	TMEM131
ENSG00000168658	2	98703579	98929762	745	45	455258	-0.77906	0.78203	VWA3B
ENSG00000222000	2	98947852	98972468	89	16	455258	-0.65636	0.7442	AC092675.3
ENSG00000144191	2	98962618	99015064	235	27	455258	0.1799	0.42862	CNGA3
ENSG00000040933	2	99061317	99210853	357	29	455258	0.95135	0.17071	INPP4A
ENSG00000183513	2	99215773	99224978	22	3	455258	0.47691	0.31671	COA5
ENSG00000115446	2	99225042	99234978	28	7	455258	0.84914	0.1979	UNC50
ENSG00000071073	2	99235569	99347589	345	35	455258	1.1046	0.13466	MGAT4A
ENSG00000196872	2	99410309	99552722	491	34	455258	1.8573	0.031633	KIAA1211L
ENSG00000135951	2	99613724	99771427	534	23	455258	0.12713	0.44942	TSGA10
ENSG00000273045	2	99757948	99767950	38	8	455258	0.061257	0.47558	C2ORF15
ENSG00000241962	2	99757948	99939204	572	32	455258	-0.20356	0.58065	C2orf15
ENSG00000144182	2	99771418	99779620	34	8	455258	-0.49592	0.69002	LIPT1
ENSG00000273155	2	99771461	99811761	135	16	455258	-0.10332	0.54115	MRPL30
ENSG00000158411	2	99777890	99797521	57	9	455258	-0.34903	0.63647	MITD1
ENSG00000185414	2	99797542	99814089	53	10	455258	0.31497	0.37639	MRPL30
ENSG00000185674	2	99858709	99871745	36	14	455258	-0.17334	0.56881	LYG2
ENSG00000144214	2	99900701	99921205	51	11	455258	-0.21588	0.58546	LYG1
ENSG00000115514	2	99935445	99957165	61	11	455258	0.27348	0.39224	TXNDC9
ENSG00000158417	2	99953816	100017789	185	22	455258	0.049204	0.48038	EIF5B
ENSG00000135945	2	100016938	100106497	262	18	455258	-0.2825	0.61122	REV1
ENSG00000144218	2	100162323	100759201	1705	79	455258	0.095261	0.46205	AFF3
ENSG00000170500	2	100889753	100939195	268	17	455258	-0.20661	0.58184	LONRF2
ENSG00000269383	2	100986705	100987007	3	1	455258	-0.48129	0.68484	AC012493.2
ENSG00000115526	2	101008327	101034118	149	25	455258	-0.26277	0.60364	CHST10
ENSG00000204640	2	101086944	101099742	72	8	455258	-0.34681	0.63563	NMS
ENSG00000115539	2	101179152	101193197	57	9	455258	0.21125	0.41635	PDCL3
ENSG00000170485	2	101436614	101613291	685	82	455258	-0.81297	0.79188	NPAS2
ENSG00000071082	2	101618177	101640494	66	11	455258	-0.41523	0.66101	RPL31
ENSG00000204634	2	101624079	101869328	836	45	455258	-1.0411	0.85108	TBC1D8
ENSG00000158435	2	101869264	101886778	35	13	455258	0.75092	0.22635	CNOT11
ENSG00000163162	2	101887681	101925163	83	17	455258	0.61026	0.27084	RNF149
ENSG00000175874	2	101962013	102004057	137	16	455258	-0.018656	0.50744	CREG2
ENSG00000196460	2	102013823	102091165	399	20	455258	-0.1629	0.5647	RFX8
ENSG00000071054	2	102313312	102511149	497	39	455258	1.121	0.13115	MAP4K4
ENSG00000233404	2	102508955	102511150	3	2	455258	-0.69733	0.7572	FLJ20373
ENSG00000115590	2	102608306	102645006	176	17	455258	-1.0946	0.86316	IL1R2
ENSG00000115594	2	102681004	102796334	518	47	455258	-1.1341	0.87163	IL1R1
ENSG00000115598	2	102803433	102856462	321	24	455258	-1.1129	0.86712	IL1RL2
ENSG00000115602	2	102927962	102968497	225	23	455258	0.47409	0.31772	IL1RL1
ENSG00000115604	2	102927989	103015218	451	29	455258	0.1014	0.45962	IL18R1
ENSG00000115607	2	103035149	103069025	173	20	455258	0.047032	0.48124	IL18RAP
ENSG00000180251	2	103089762	103150431	326	20	455258	-1.0596	0.85533	SLC9A4
ENSG00000115616	2	103236166	103327777	293	37	455258	-0.45707	0.67619	SLC9A2
ENSG00000135953	2	103332299	103353347	49	9	455258	0.31518	0.37631	MFSD9
ENSG00000170417	2	103353367	103460352	245	21	455258	0.29228	0.38504	TMEM182
ENSG00000198914	2	105471969	105476929	7	2	455258	0.70567	0.2402	POU3F3
ENSG00000135972	2	105654441	105716418	270	9	455258	0.067809	0.47297	MRPS9
ENSG00000135973	2	105858200	105859924	1	1	455258	-1.3201	0.9066	GPR45
ENSG00000268556	2	105867759	105869601	10	4	455258	-0.54417	0.70684	AC012360.1
ENSG00000135966	2	105880871	105946491	232	31	455258	0.34974	0.36327	TGFBRAP1
ENSG00000135974	2	105953816	105965668	36	11	455258	1.0687	0.1426	C2orf49
ENSG00000115641	2	105974169	106054970	314	47	455258	0.045914	0.48169	FHL2
ENSG00000071051	2	106361354	106510730	691	41	455258	1.5442	0.061266	NCK2
ENSG00000119147	2	106679702	106694615	83	22	455258	-0.49862	0.69098	C2orf40
ENSG00000115652	2	106709759	106810795	373	39	455258	-0.7427	0.77117	UXS1
ENSG00000153165	2	107021446	107084832	57	17	455258	-0.97031	0.83405	RGPD3
ENSG00000269000	2	107099728	107103848	13	4	455258	-0.42349	0.66403	AC108868.1
ENSG00000144057	2	107418056	107503564	408	34	455258	0.14155	0.44372	ST6GAL2
ENSG00000196862	2	108443388	108507297	58	8	455258	0.60975	0.27101	RGPD4
ENSG00000115665	2	108602979	108630450	89	28	455258	-0.6466	0.74105	SLC5A7
ENSG00000196228	2	108863651	108881807	75	17	455258	1.4172	0.078211	SULT1C3
ENSG00000198203	2	108905095	108926371	91	19	455258	1.4133	0.078778	SULT1C2
ENSG00000198075	2	108994367	109004513	36	8	455258	-0.29221	0.61494	SULT1C4
ENSG00000135968	2	109065017	109125871	312	24	455258	0.45452	0.32473	GCC2
ENSG00000169756	2	109150857	109303702	582	26	455258	0.8113	0.2086	LIMS1
ENSG00000153201	2	109335937	109402267	156	15	455258	0.81194	0.20841	RANBP2
ENSG00000163006	2	109403213	109501933	301	23	455258	-0.083683	0.53335	CCDC138
ENSG00000135960	2	109510927	109605828	409	33	455258	-0.56482	0.7139	EDAR
ENSG00000172985	2	109745804	110262207	1765	84	455258	0.66532	0.25292	SH3RF3
ENSG00000186522	2	110300559	110371783	230	28	455258	-0.24884	0.59826	SEPT10
ENSG00000198142	2	110371911	110376563	10	3	455258	-1.1082	0.86611	SOWAHC
ENSG00000144063	2	110841447	110874143	57	14	455258	-0.9975	0.84074	MALL
ENSG00000144061	2	110879888	110962643	226	22	455258	0.59134	0.27714	NPHP1
ENSG00000257207	2	111160511	111230652	8	5	455258	-0.7254	0.7659	LIMS3
ENSG00000169679	2	111395275	111435691	42	8	455258	0.38693	0.3494	BUB1
ENSG00000153093	2	111490150	111875799	1423	77	455258	1.8812	0.029974	ACOXL
ENSG00000153094	2	111876955	111926024	125	21	455258	-0.038855	0.5155	BCL2L11
ENSG00000153107	2	112523848	112642267	297	19	455258	0.69877	0.24235	ANAPC1
ENSG00000153208	2	112656056	112787138	553	22	455258	0.49364	0.31078	MERTK
ENSG00000153214	2	112812800	112876895	194	30	455258	1.0161	0.15478	TMEM87B
ENSG00000144152	2	112895962	112945791	170	30	455258	0.48853	0.31259	FBLN7
ENSG00000144161	2	112969102	113012713	74	12	455258	-0.1164	0.54633	ZC3H8
ENSG00000188177	2	113033171	113097640	154	15	455258	1.6195	0.052665	ZC3H6
ENSG00000169629	2	113127669	113192065	20	6	455258	0.20564	0.41853	RGPD8
ENSG00000114999	2	113239731	113299316	186	25	455258	-0.12138	0.54831	TTL
ENSG00000125630	2	113299492	113334635	154	23	455258	0.4341	0.33211	POLR1B
ENSG00000125611	2	113341817	113346852	15	5	455258	0.09655	0.46154	CHCHD5
ENSG00000144136	2	113403434	113421404	50	10	455258	0.064839	0.47415	SLC20A1
ENSG00000144130	2	113479063	113500456	55	9	455258	-0.40079	0.65571	NT5DC4
ENSG00000169607	2	113493930	113522254	65	10	455258	-0.64193	0.73954	CKAP2L
ENSG00000115008	2	113531492	113542167	36	5	455258	-1.5702	0.94182	IL1A
ENSG00000125538	2	113587328	113594480	22	7	455258	-0.32511	0.62745	IL1B
ENSG00000125571	2	113670548	113676459	49	4	455258	1.647	0.049783	IL37
ENSG00000136688	2	113730780	113743242	34	11	455258	-0.79199	0.78582	IL36G
ENSG00000136694	2	113763038	113765621	6	2	455258	-0.052012	0.52074	IL36A
ENSG00000136696	2	113779668	113810444	124	19	455258	-0.086109	0.53431	IL36B
ENSG00000136695	2	113816215	113822959	57	5	455258	-0.76017	0.77642	IL36RN
ENSG00000136697	2	113825547	113833427	53	13	455258	-0.91941	0.82106	IL1F10
ENSG00000136689	2	113864791	113891593	139	14	455258	-0.093252	0.53715	IL1RN
ENSG00000125637	2	113914902	113966973	200	41	455258	-0.48185	0.68504	PSD4
ENSG00000125618	2	113973574	114036527	250	29	455258	-1.2577	0.89574	PAX8
ENSG00000136682	2	114195268	114253766	53	4	455258	-1.0958	0.86342	CBWD2
ENSG00000184492	2	114256661	114258728	8	4	455258	-1.1795	0.8809	FOXD4L1
ENSG00000144134	2	114384806	114400973	50	10	455258	0.074941	0.47013	RABL2A
ENSG00000115084	2	114462588	114514400	197	22	455258	-1.3516	0.91175	SLC35F5
ENSG00000115091	2	114647537	114720173	330	22	455258	1.5418	0.061564	ACTR3
ENSG00000175497	2	115199876	116603328	4412	161	455258	-0.83268	0.79749	DPP10
ENSG00000088205	2	118572226	118589955	71	16	455258	0.23202	0.40826	DDX18
ENSG00000125633	2	118673054	118771709	400	36	455258	0.6017	0.27369	CCDC93
ENSG00000125629	2	118846028	118868573	64	23	455258	0.8471	0.19847	INSIG2
ENSG00000163064	2	119599747	119605254	13	7	455258	-0.39635	0.65408	EN1
ENSG00000019169	2	119699742	119752236	238	32	455258	2.5567	0.0052842	MARCO
ENSG00000144119	2	119913819	119916465	9	2	455258	0.36969	0.35581	C1QL2
ENSG00000115107	2	119981384	120023228	194	30	455258	0.054784	0.47816	STEAP3
ENSG00000186132	2	120059801	120124404	304	35	455258	1.2959	0.097512	C2orf76
ENSG00000155368	2	120124497	120130126	31	8	455258	-0.12559	0.54997	DBI
ENSG00000171227	2	120187477	120196096	44	10	455258	2.9969	0.0013639	TMEM37
ENSG00000080293	2	120197419	120282070	388	35	455258	2.0372	0.020814	SCTR
ENSG00000163075	2	120302008	120419827	246	27	455258	-0.39117	0.65216	PCDP1
ENSG00000144120	2	120436743	120444083	41	6	455258	0.83599	0.20158	TMEM177
ENSG00000088179	2	120517207	120741394	604	29	455258	0.033576	0.48661	PTPN4
ENSG00000115109	2	120770581	120936695	416	21	455258	0.70986	0.23889	EPB41L5
ENSG00000226479	2	120978854	120980984	6	3	455258	1.2895	0.098618	TMEM185B
ENSG00000144118	2	120997640	121052289	196	13	455258	1.4231	0.077349	RALB
ENSG00000163083	2	121103719	121109384	8	4	455258	2.1253	0.016782	INHBB
ENSG00000268194	2	121221911	121223697	6	2	455258	-0.097264	0.53874	LINC01101
ENSG00000074047	2	121493199	121750229	870	94	455258	0.25107	0.40088	GLI2
ENSG00000115112	2	121974163	122042783	219	34	455258	-1.2349	0.89156	TFCP2L1
ENSG00000074054	2	122095352	122407163	880	19	455258	1.0174	0.15449	CLASP1
ENSG00000155438	2	122484521	122494499	36	7	455258	-1.4584	0.92764	NIFK
ENSG00000211460	2	122494679	122525429	54	11	455258	-0.55655	0.71108	TSN
ENSG00000155052	2	124782864	125672864	3527	156	455258	-0.8564	0.80411	CNTNAP5
ENSG00000136732	2	127413509	127454246	194	36	455258	-0.28849	0.61351	GYPC
ENSG00000237524	2	127656472	127659673	18	4	455258	-0.62266	0.73325	AC114783.1
ENSG00000136717	2	127805603	127864931	287	29	455258	6.0118	9.1725e-10	BIN1
ENSG00000186684	2	127941696	127977654	122	18	455258	0.81997	0.20612	CYP27C1
ENSG00000163161	2	128014866	128051752	108	23	455258	1.4525	0.073176	ERCC3
ENSG00000169967	2	128056306	128146041	271	21	455258	1.686	0.045899	MAP3K2
ENSG00000115718	2	128176003	128186822	34	8	455258	0.31856	0.37503	PROC
ENSG00000163166	2	128193783	128284462	288	24	455258	-0.24967	0.59858	IWS1
ENSG00000169994	2	128293378	128395304	357	34	455258	-1.611	0.94641	MYO7B
ENSG00000072163	2	128395956	128439360	199	40	455258	0.14379	0.44283	LIMS2
ENSG00000144230	2	128403439	128410213	35	13	455258	-0.11015	0.54385	GPR17
ENSG00000136709	2	128458596	128568761	371	35	455258	0.68933	0.24531	WDR33
ENSG00000173349	2	128458597	128461385	11	5	455258	0.81839	0.20657	SFT2D3
ENSG00000144231	2	128603840	128615731	44	9	455258	-0.21517	0.58518	POLR2D
ENSG00000144233	2	128619204	128643496	59	12	455258	0.32711	0.37179	AMMECR1L
ENSG00000136715	2	128698791	128785694	248	31	455258	0.38064	0.35174	SAP130
ENSG00000136731	2	128848774	128953251	333	21	455258	1.016	0.15482	UGGT1
ENSG00000136720	2	128994290	129076151	329	48	455258	1.2478	0.10605	HS6ST1
ENSG00000222014	2	130737235	130740311	9	2	455258	-0.51125	0.69541	RAB6C
ENSG00000196604	2	130831108	130886795	44	4	455258	-0.51185	0.69562	POTEF
ENSG00000152076	2	130896860	130902707	32	9	455258	0.60819	0.27153	CCDC74B
ENSG00000136699	2	130908981	130940323	71	8	455258	0.73973	0.22973	SMPD4
ENSG00000152082	2	130939310	130948302	46	9	455258	-0.49016	0.68799	MZT2B
ENSG00000152086	2	130949318	130956034	23	6	455258	0.30939	0.37851	TUBA3E
ENSG00000136710	2	131095814	131099922	4	2	455258	0.897	0.18486	CCDC115
ENSG00000136718	2	131099798	131105383	15	6	455258	0.30563	0.37994	IMP4
ENSG00000072135	2	131113580	131132982	33	5	455258	0.64525	0.25938	PTPN18
ENSG00000196834	2	131217028	131267239	17	3	455258	-0.057863	0.52307	POTEI
